GLOBALEVENTID,SQLDATE,MONTHYEAR,YEAR,FractionDate,Actor1Name,Actor1CountryCode,Actor1Type1Code,Actor2CountryCode,Actor2Type1Code,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,ActionGeo_CountryCode,ActionGeo_FullName,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,IsRootEvent,SOURCEURL
714950973,20250817,202508,2025,2025.627397260274,BENIN POLICE,GH,MIL,BE,OPP,06,07,14,4,-3.8,49,9,3,-5.69,BC,"Ouidah, Atlantique, Benin",BC03,6.319,2.1007,1,https://www.matin-libre.bj/8790
911573363,20250817,202508,2025,2025.627397260274,BENIN ARMY,FR,NGO,ML,CVL,01,01,12,1,-0.1,18,12,17,4.44,BC,"Cotonou, Littoral, Benin",BC12,6.3182,2.4346,1,https://www.matin-libre.bj/4397
933839647,20250817,202508,2025,2025.627397260274,ECOWAS,FR,GOV,ZA,MIL,07,17,02,2,-6.2,12,14,15,-5.22,BC,"Abomey-Calavi, Atlantique, Benin",BC03,6.4456,2.3764,0,https://www.reuters.com/world/africa/benin/7676
696286246,20250817,202508,2025,2025.627397260274,BENIN GOVERNMENT,MA,OPP,TG,MIL,05,05,01,1,-1.0,31,9,29,-2.94,BC,"Bohicon, Zou, Benin",BC11,7.2025,2.1106,0,https://www.bbc.com/afrique/region/8897
203859141,20250817,202508,2025,2025.627397260274,BENIN CITIZENS,GH,MIL,GH,GOV,01,01,02,4,0.6,24,14,19,4.35,BC,"Parakou, Borgou, Benin",BC06,9.2956,2.6651,1,https://www.fraternite.bj/9907
897305500,20250817,202508,2025,2025.627397260274,PATRICE TALON,TG,CVL,NE,MED,01,06,10,4,-1.4,13,3,11,-3.71,BC,"Porto-Novo, Oueme, Benin",BC09,6.5052,2.5955,1,https://www.24haubenin.info/7385
358994987,20250817,202508,2025,2025.627397260274,BENIN GOVERNMENT,FR,CVL,SN,GOV,03,10,03,3,1.8,2,13,39,1.57,BC,"Parakou, Borgou, Benin",BC06,9.3605,2.652,0,https://www.bbc.com/afrique/region/9832
259545447,20250817,202508,2025,2025.627397260274,PATRICE TALON,CI,MED,BC,GOV,04,17,03,2,1.7,38,14,15,1.99,BC,"Cotonou, Littoral, Benin",BC12,6.3099,2.427,1,https://www.rfi.fr/fr/afrique/benin/8892
147196646,20250817,202508,2025,2025.627397260274,BENIN POLICE,FR,MIL,BC,GOV,14,03,12,3,-0.4,56,1,22,-0.74,BC,"Cotonou, Littoral, Benin",BC12,6.3569,2.4132,1,https://www.reuters.com/world/africa/benin/5099
273745902,20250817,202508,2025,2025.627397260274,BENIN ARMY,NG,GOV,ML,GOV,02,03,18,3,-2.1,48,5,3,-3.48,BC,"Cotonou, Littoral, Benin",BC12,6.4144,2.3658,0,https://apnews.com/hub/benin2747
489946589,20250817,202508,2025,2025.627397260274,PATRICE TALON,FR,MED,RU,GOV,01,10,06,3,-4.1,48,6,33,-2.26,BC,"Parakou, Borgou, Benin",BC06,9.3536,2.5818,1,https://www.24haubenin.info/6728
112583056,20250817,202508,2025,2025.627397260274,ECOWAS,US,CVL,NG,GOV,10,17,10,2,-6.3,7,5,33,-8.43,BC,"Porto-Novo, Oueme, Benin",BC09,6.4409,2.6171,1,https://apnews.com/hub/benin2895
320600120,20250817,202508,2025,2025.627397260274,CHINA EMBASSY,BE,MED,CN,GOV,10,18,02,1,-5.7,19,10,18,-2.75,BC,"Cotonou, Littoral, Benin",BC12,6.3848,2.3751,1,https://www.voaafrique.com/benin/4205
235334421,20250817,202508,2025,2025.627397260274,PATRICE TALON,CI,NGO,NE,GOV,11,05,01,4,2.3,49,1,16,-0.52,BC,"Ouidah, Atlantique, Benin",BC03,6.3306,2.0737,1,https://www.fraternite.bj/4722
757067840,20250817,202508,2025,2025.627397260274,BENIN GOVERNMENT,FR,OPP,NG,GOV,11,03,01,1,4.1,29,7,24,5.79,BC,"Cotonou, Littoral, Benin",BC12,6.3857,2.4404,0,https://www.rfi.fr/fr/afrique/benin/8778
293603105,20250817,202508,2025,2025.627397260274,BENIN GOVERNMENT,TG,GOV,BC,GOV,06,02,02,3,-5.0,52,12,21,-2.35,BC,"Porto-Novo, Oueme, Benin",BC09,6.4763,2.6106,1,https://www.lemonde.fr/afrique/benin/1718
242674872,20250817,202508,2025,2025.627397260274,UNITED NATIONS,US,GOV,BC,GOV,05,01,01,3,-1.0,56,9,13,-0.62,BC,"Porto-Novo, Oueme, Benin",BC09,6.4954,2.6305,1,https://www.voaafrique.com/benin/4304
917884269,20250817,202508,2025,2025.627397260274,BENIN ARMY,US,CVL,BF,CVL,01,13,04,1,-6.7,38,6,7,-7.14,BC,"Cotonou, Littoral, Benin",BC12,6.3489,2.3869,1,https://www.matin-libre.bj/2630
353834949,20250817,202508,2025,2025.627397260274,FRANCE EMBASSY,FR,CVL,BC,NGO,13,18,01,1,-6.2,43,11,22,-3.14,BC,"Natitingou, Atacora, Benin",BC02,10.3031,1.39,0,https://www.reuters.com/world/africa/benin/4916
329143162,20250817,202508,2025,2025.627397260274,BENIN ARMY,NG,GOV,GB,GOV,10,11,06,2,-0.3,2,4,23,-0.02,BC,"Porto-Novo, Oueme, Benin",BC09,6.48,2.6432,1,https://www.rfi.fr/fr/afrique/benin/2871
669531243,20250817,202508,2025,2025.627397260274,PATRICE TALON,US,CVL,RU,CVL,12,11,01,4,-3.0,27,14,11,-13.56,BC,"Cotonou, Littoral, Benin",BC12,6.3583,2.3763,0,https://www.rfi.fr/fr/afrique/benin/3523
383101063,20250818,202508,2025,2025.6301369863013,PATRICE TALON,NE,GOV,BC,MIL,20,06,20,1,-7.9,47,4,4,-10.28,BC,"Lokossa, Mono, Benin",BC07,6.6087,1.6954,1,https://apnews.com/hub/benin6227
637416255,20250818,202508,2025,2025.6301369863013,BENIN GOVERNMENT,CI,GOV,SN,MIL,18,13,06,2,4.8,18,2,36,2.86,BC,"Bohicon, Zou, Benin",BC11,7.1927,2.028,1,https://www.reuters.com/world/africa/benin/8940
320511537,20250818,202508,2025,2025.6301369863013,ECOWAS,NE,GOV,TG,CVL,02,03,04,1,-3.8,53,6,20,-3.66,BC,"Natitingou, Atacora, Benin",BC02,10.3083,1.3963,1,https://www.rfi.fr/fr/afrique/benin/4749
497800052,20250818,202508,2025,2025.6301369863013,UNITED NATIONS,FR,GOV,DE,NGO,13,05,01,2,-5.6,27,2,15,-3.83,BC,"Kandi, Alibori, Benin",BC01,11.0855,2.9419,0,https://www.rfi.fr/fr/afrique/benin/9201
397485197,20250818,202508,2025,2025.6301369863013,ECOWAS,FR,GOV,CN,CVL,10,01,04,3,-0.8,14,10,35,2.55,BC,"Ouidah, Atlantique, Benin",BC03,6.3828,2.0825,0,https://www.lemonde.fr/afrique/benin/9763
619228998,20250818,202508,2025,2025.6301369863013,PATRICE TALON,SN,CVL,TG,OPP,14,10,04,1,-1.5,11,5,14,-0.93,BC,"Cotonou, Littoral, Benin",BC12,6.3597,2.4152,1,https://apnews.com/hub/benin3470
541149425,20250818,202508,2025,2025.6301369863013,BENIN GOVERNMENT,SN,BUS,BC,OPP,18,13,03,4,-1.4,11,2,37,-8.89,BC,"Parakou, Borgou, Benin",BC06,9.3419,2.6377,1,https://www.reuters.com/world/africa/benin/6200
584685698,20250818,202508,2025,2025.6301369863013,ECOWAS,GH,MED,GB,MIL,03,01,17,2,-3.5,28,9,19,-3.73,BC,"Parakou, Borgou, Benin",BC06,9.3599,2.6383,1,https://www.reuters.com/world/africa/benin/7296
635698044,20250818,202508,2025,2025.6301369863013,ECOWAS,GB,MIL,SN,NGO,04,02,01,1,-0.1,9,14,37,2.07,BC,"Cotonou, Littoral, Benin",BC12,6.3748,2.4041,1,https://www.lemonde.fr/afrique/benin/9391
215870311,20250818,202508,2025,2025.6301369863013,BENIN POLICE,FR,BUS,NE,NGO,01,10,01,1,2.1,42,13,10,0.52,BC,"Cotonou, Littoral, Benin",BC12,6.4,2.3999,0,https://apnews.com/hub/benin5193
280535774,20250818,202508,2025,2025.6301369863013,BENIN ARMY,CI,GOV,CN,NGO,01,01,19,1,-5.8,53,10,36,-5.54,BC,"Cotonou, Littoral, Benin",BC12,6.3562,2.4172,0,https://www.lemonde.fr/afrique/benin/3811
153968612,20250818,202508,2025,2025.6301369863013,PATRICE TALON,DE,OPP,BC,BUS,12,03,02,3,-3.6,53,8,5,-5.88,BC,"Abomey-Calavi, Atlantique, Benin",BC03,6.48,2.3503,1,https://apnews.com/hub/benin6351
303593062,20250818,202508,2025,2025.6301369863013,BENIN POLICE,CI,CVL,BC,BUS,13,01,03,4,1.7,1,8,23,2.74,BC,"Bohicon, Zou, Benin",BC11,7.1817,2.1278,1,https://www.24haubenin.info/4501
938587946,20250818,202508,2025,2025.6301369863013,BENIN GOVERNMENT,DE,MIL,DE,BUS,01,03,13,4,-5.4,54,10,9,-6.84,BC,"Natitingou, Atacora, Benin",BC02,10.3182,1.3695,1,https://www.voaafrique.com/benin/5146
185886048,20250818,202508,2025,2025.6301369863013,BENIN GOVERNMENT,NG,GOV,BC,CVL,01,18,03,1,-1.5,38,2,10,-0.91,BC,"Cotonou, Littoral, Benin",BC12,6.3771,2.4277,1,https://www.voaafrique.com/benin/6068
300679224,20250818,202508,2025,2025.6301369863013,BENIN POLICE,FR,MIL,BE,MIL,01,04,13,3,-2.8,58,2,9,-2.49,BC,"Cotonou, Littoral, Benin",BC12,6.4022,2.433,0,https://www.fraternite.bj/2609
224761380,20250818,202508,2025,2025.6301369863013,BENIN ARMY,CM,GOV,FR,CVL,03,04,05,4,-2.6,26,3,32,-3.44,BC,"Porto-Novo, Oueme, Benin",BC09,6.5186,2.67,1,https://www.lemonde.fr/afrique/benin/5026
622032081,20250818,202508,2025,2025.6301369863013,BENIN ARMY,TG,NGO,FR,BUS,17,18,01,2,-3.6,57,8,25,-2.94,BC,"Parakou, Borgou, Benin",BC06,9.3237,2.6037,1,https://www.matin-libre.bj/8759
159448789,20250818,202508,2025,2025.6301369863013,BENIN ARMY,GB,REB,BR,GOV,04,06,04,1,-5.6,18,2,3,-5.38,BC,"Ouidah, Atlantique, Benin",BC03,6.3338,2.1242,1,https://www.reuters.com/world/africa/benin/9984
708300625,20250818,202508,2025,2025.6301369863013,FRANCE EMBASSY,FR,GOV,US,GOV,06,01,05,4,-0.2,17,6,37,2.16,BC,"Kandi, Alibori, Benin",BC01,11.1325,2.9326,1,https://www.lemonde.fr/afrique/benin/9146
777047011,20250818,202508,2025,2025.6301369863013,BENIN ARMY,FR,NGO,NG,CVL,03,17,05,2,2.5,58,7,38,2.54,BC,"Ouidah, Atlantique, Benin",BC03,6.3302,2.159,0,https://www.bbc.com/afrique/region/3134
642845336,20250818,202508,2025,2025.6301369863013,ECOWAS,FR,BUS,RU,OPP,01,07,05,1,-3.1,7,9,2,-0.88,BC,"Kandi, Alibori, Benin",BC01,11.1024,2.9479,0,https://www.24haubenin.info/6601
609177023,20250818,202508,2025,2025.6301369863013,PATRICE TALON,FR,GOV,ML,GOV,04,07,02,1,2.1,42,8,31,-2.09,BC,"Lokossa, Mono, Benin",BC07,6.5802,1.6811,0,https://www.rfi.fr/fr/afrique/benin/1984
516378427,20250818,202508,2025,2025.6301369863013,ECOWAS,DE,CVL,NE,MIL,04,10,01,4,-2.9,41,7,29,-6.31,BC,"Porto-Novo, Oueme, Benin",BC09,6.4505,2.6221,1,https://apnews.com/hub/benin3397
853540874,20250818,202508,2025,2025.6301369863013,PATRICE TALON,NG,GOV,CA,GOV,04,03,05,3,-3.1,26,5,20,-3.81,BC,"Cotonou, Littoral, Benin",BC12,6.4246,2.4591,1,https://www.fraternite.bj/5374
436377797,20250818,202508,2025,2025.6301369863013,FRANCE EMBASSY,US,GOV,NG,CVL,02,19,02,1,0.2,42,2,6,0.94,BC,"Cotonou, Littoral, Benin",BC12,6.3453,2.4214,1,https://www.24haubenin.info/5047
968544745,20250818,202508,2025,2025.6301369863013,PATRICE TALON,US,CVL,NE,NGO,03,11,18,3,0.3,35,6,38,0.33,BC,"Porto-Novo, Oueme, Benin",BC09,6.5541,2.6262,0,https://www.lemonde.fr/afrique/benin/9482
936016067,20250819,202508,2025,2025.6328767123289,UNITED NATIONS,US,GOV,TG,GOV,01,01,01,3,-1.6,26,6,23,-5.03,BC,"Cotonou, Littoral, Benin",BC12,6.3771,2.4406,1,https://www.voaafrique.com/benin/8679
732787717,20250819,202508,2025,2025.6328767123289,BENIN POLICE,GB,BUS,BC,MIL,12,05,01,4,1.2,12,8,24,1.78,BC,"Cotonou, Littoral, Benin",BC12,6.3635,2.4087,0,https://apnews.com/hub/benin8763
410281346,20250819,202508,2025,2025.6328767123289,UNITED NATIONS,NG,MED,FR,GOV,05,01,17,1,-5.7,52,4,39,-7.95,BC,"Lokossa, Mono, Benin",BC07,6.599,1.7117,0,https://www.24haubenin.info/8110
682127656,20250819,202508,2025,2025.6328767123289,BENIN GOVERNMENT,CM,GOV,NE,GOV,12,01,05,2,-2.3,53,9,2,-1.29,BC,"Cotonou, Littoral, Benin",BC12,6.3651,2.3907,1,https://apnews.com/hub/benin7886
514581655,20250819,202508,2025,2025.6328767123289,BENIN POLICE,FR,GOV,US,GOV,12,07,04,1,2.2,40,7,3,1.1,BC,"Lokossa, Mono, Benin",BC07,6.7008,1.7699,1,https://www.bbc.com/afrique/region/6556
934807726,20250819,202508,2025,2025.6328767123289,BENIN OPPOSITION,CN,GOV,GB,MIL,07,03,03,1,0.3,41,3,26,-1.92,BC,"Natitingou, Atacora, Benin",BC02,10.3497,1.3443,1,https://www.lemonde.fr/afrique/benin/4522
916466204,20250819,202508,2025,2025.6328767123289,BENIN GOVERNMENT,US,OPP,DE,NGO,04,03,12,1,1.7,53,8,37,-1.73,BC,"Abomey-Calavi, Atlantique, Benin",BC03,6.4572,2.3611,1,https://www.24haubenin.info/1068
160449038,20250819,202508,2025,2025.6328767123289,PATRICE TALON,CA,MIL,FR,MIL,02,11,03,1,2.4,29,14,26,0.8,BC,"Abomey-Calavi, Atlantique, Benin",BC03,6.4145,2.3704,1,https://apnews.com/hub/benin2070
778220038,20250819,202508,2025,2025.6328767123289,FRANCE EMBASSY,CI,CVL,BE,CVL,04,04,02,2,-2.5,59,6,9,-3.25,BC,"Cotonou, Littoral, Benin",BC12,6.3363,2.4186,1,https://www.voaafrique.com/benin/1371
774184240,20250819,202508,2025,2025.6328767123289,UNITED NATIONS,BF,OPP,BE,OPP,06,10,01,3,-7.2,6,5,2,-10.37,BC,"Abomey-Calavi, Atlantique, Benin",BC03,6.4234,2.3184,0,https://www.voaafrique.com/benin/8402
650222973,20250819,202508,2025,2025.6328767123289,PATRICE TALON,NE,GOV,BC,MIL,04,10,02,3,-2.1,31,6,12,-1.38,BC,"Cotonou, Littoral, Benin",BC12,6.4033,2.389,1,https://www.rfi.fr/fr/afrique/benin/5486
971117868,20250819,202508,2025,2025.6328767123289,BENIN GOVERNMENT,NG,CVL,MA,GOV,11,10,13,2,1.0,42,3,18,2.79,BC,"Lokossa, Mono, Benin",BC07,6.693,1.7337,1,https://www.reuters.com/world/africa/benin/7252
974172504,20250819,202508,2025,2025.6328767123289,BENIN ARMY,NG,MIL,ML,GOV,14,04,13,2,1.6,2,14,18,2.36,BC,"Cotonou, Littoral, Benin",BC12,6.3709,2.3956,1,https://www.rfi.fr/fr/afrique/benin/2975
103854538,20250819,202508,2025,2025.6328767123289,PATRICE TALON,FR,CVL,BE,CVL,13,04,01,1,-3.0,22,12,28,-2.99,BC,"Cotonou, Littoral, Benin",BC12,6.3559,2.3568,0,https://www.fraternite.bj/1646
256122776,20250819,202508,2025,2025.6328767123289,BENIN ARMY,US,NGO,BC,MIL,04,04,03,1,-4.6,51,8,2,-6.52,BC,"Abomey-Calavi, Atlantique, Benin",BC03,6.4955,2.3676,0,https://www.24haubenin.info/5211
681148018,20250819,202508,2025,2025.6328767123289,PATRICE TALON,US,GOV,BE,CVL,13,03,03,3,-4.2,43,9,33,-4.5,BC,"Abomey-Calavi, Atlantique, Benin",BC03,6.4196,2.3298,1,https://www.lemonde.fr/afrique/benin/1617
828855658,20250819,202508,2025,2025.6328767123289,US EMBASSY,US,CVL,NG,CVL,05,01,10,4,-3.1,18,7,11,-4.38,BC,"Porto-Novo, Oueme, Benin",BC09,6.4986,2.6469,1,https://www.rfi.fr/fr/afrique/benin/4631
914765484,20250819,202508,2025,2025.6328767123289,US EMBASSY,FR,MED,CN,CVL,03,01,02,3,-7.8,9,7,7,-7.4,BC,"Abomey-Calavi, Atlantique, Benin",BC03,6.4629,2.35,1,https://www.lemonde.fr/afrique/benin/3572
152977265,20250819,202508,2025,2025.6328767123289,BENIN POLICE,FR,GOV,NG,CVL,12,01,14,4,-3.0,50,13,31,-1.13,BC,"Cotonou, Littoral, Benin",BC12,6.3391,2.4115,1,https://www.reuters.com/world/africa/benin/3116
841238464,20250819,202508,2025,2025.6328767123289,BENIN ARMY,DE,CVL,CN,MIL,07,03,02,3,-1.0,22,11,3,-2.65,BC,"Abomey-Calavi, Atlantique, Benin",BC03,6.4299,2.3576,1,https://www.24haubenin.info/4181
722856862,20250819,202508,2025,2025.6328767123289,CHINA EMBASSY,DE,GOV,NE,MIL,04,05,06,1,-1.5,37,1,5,-8.25,BC,"Cotonou, Littoral, Benin",BC12,6.3436,2.3848,1,https://www.reuters.com/world/africa/benin/6020
461442904,20250819,202508,2025,2025.6328767123289,ECOWAS,MA,MIL,NE,CVL,03,07,10,4,-2.4,16,7,9,-0.99,BC,"Cotonou, Littoral, Benin",BC12,6.4075,2.3942,0,https://www.bbc.com/afrique/region/3179
677157913,20250819,202508,2025,2025.6328767123289,PATRICE TALON,FR,CVL,GB,MED,01,02,06,1,-3.6,51,3,18,-3.2,BC,"Cotonou, Littoral, Benin",BC12,6.4224,2.4112,1,https://www.bbc.com/afrique/region/8042
456285216,20250819,202508,2025,2025.6328767123289,BENIN GOVERNMENT,ZA,NGO,CM,CVL,02,03,17,3,-3.2,17,4,18,-3.61,BC,"Cotonou, Littoral, Benin",BC12,6.3684,2.3847,1,https://www.rfi.fr/fr/afrique/benin/3753
510151410,20250819,202508,2025,2025.6328767123289,ECOWAS,US,BUS,FR,BUS,01,17,02,3,-3.1,45,10,27,-7.54,BC,"Cotonou, Littoral, Benin",BC12,6.357,2.4404,1,https://www.voaafrique.com/benin/7426
410046745,20250819,202508,2025,2025.6328767123289,CHINA EMBASSY,FR,NGO,CI,GOV,04,04,06,3,1.3,50,1,11,-2.98,BC,"Porto-Novo, Oueme, Benin",BC09,6.479,2.6188,1,https://apnews.com/hub/benin8821
315221087,20250819,202508,2025,2025.6328767123289,BENIN GOVERNMENT,FR,BUS,BR,GOV,03,04,07,1,-1.2,10,2,38,-4.61,BC,"Cotonou, Littoral, Benin",BC12,6.3651,2.3755,0,https://www.matin-libre.bj/2988
814427306,20250820,202508,2025,2025.6356164383562,PATRICE TALON,FR,GOV,FR,CVL,04,07,11,3,9.9,5,2,28,4.66,BC,"Cotonou, Littoral, Benin",BC12,6.3485,2.4022,1,https://www.lemonde.fr/afrique/benin/6454
414466287,20250820,202508,2025,2025.6356164383562,FRANCE EMBASSY,US,CVL,CM,MIL,06,11,05,1,-2.9,22,11,23,-5.27,BC,"Parakou, Borgou, Benin",BC06,9.3341,2.631,1,https://www.lemonde.fr/afrique/benin/4894
189452005,20250820,202508,2025,2025.6356164383562,BENIN GOVERNMENT,RU,CVL,BC,CVL,07,03,05,4,0.3,55,4,26,-4.78,BC,"Cotonou, Littoral, Benin",BC12,6.3774,2.4056,1,https://www.lemonde.fr/afrique/benin/4807
415560342,20250820,202508,2025,2025.6356164383562,PATRICE TALON,GH,GOV,FR,GOV,04,04,17,3,-2.3,18,13,3,3.13,BC,"Abomey-Calavi, Atlantique, Benin",BC03,6.4368,2.368,1,https://www.matin-libre.bj/9228
613563383,20250820,202508,2025,2025.6356164383562,UNITED NATIONS,GB,MIL,BC,MIL,12,02,12,4,-2.4,28,8,20,1.11,BC,"Lokossa, Mono, Benin",BC07,6.6383,1.7352,0,https://apnews.com/hub/benin5609
556980167,20250820,202508,2025,2025.6356164383562,BENIN POLICE,US,MIL,BC,BUS,02,06,13,2,4.3,36,10,15,2.75,BC,"Porto-Novo, Oueme, Benin",BC09,6.4914,2.7001,1,https://www.24haubenin.info/4714
158264268,20250820,202508,2025,2025.6356164383562,BENIN ARMY,GB,CVL,RU,GOV,01,17,13,1,2.3,46,13,38,0.23,BC,"Ouidah, Atlantique, Benin",BC03,6.3435,2.1185,1,https://www.lemonde.fr/afrique/benin/7290
579544161,20250820,202508,2025,2025.6356164383562,PATRICE TALON,NG,OPP,CI,MED,02,02,11,1,-7.3,36,13,24,-1.89,BC,"Cotonou, Littoral, Benin",BC12,6.3518,2.3699,1,https://www.bbc.com/afrique/region/6945
619242079,20250820,202508,2025,2025.6356164383562,PATRICE TALON,CM,MED,CN,CVL,01,19,02,2,-4.8,5,1,37,-0.45,BC,"Cotonou, Littoral, Benin",BC12,6.3879,2.4082,0,https://apnews.com/hub/benin8107
754432177,20250820,202508,2025,2025.6356164383562,BENIN ARMY,US,GOV,RU,NGO,10,10,01,2,-3.8,46,8,35,-6.76,BC,"Natitingou, Atacora, Benin",BC02,10.2499,1.373,1,https://www.voaafrique.com/benin/2863
204952279,20250820,202508,2025,2025.6356164383562,ECOWAS,FR,CVL,NE,MIL,04,14,17,3,-4.2,51,5,16,-4.1,BC,"Natitingou, Atacora, Benin",BC02,10.3502,1.3983,0,https://www.voaafrique.com/benin/9549
673835195,20250820,202508,2025,2025.6356164383562,NGO WORKERS,US,GOV,TG,OPP,05,06,11,4,-8.8,28,14,4,-9.1,BC,"Kandi, Alibori, Benin",BC01,11.1381,2.909,1,https://www.lemonde.fr/afrique/benin/2946
865073460,20250820,202508,2025,2025.6356164383562,BENIN POLICE,GH,BUS,US,MIL,01,07,20,3,-0.8,49,12,11,-2.94,BC,"Cotonou, Littoral, Benin",BC12,6.3833,2.4031,1,https://www.24haubenin.info/2318
519501993,20250820,202508,2025,2025.6356164383562,BENIN ARMY,GB,MIL,RU,NGO,02,11,04,1,-7.8,48,11,20,-8.22,BC,"Bohicon, Zou, Benin",BC11,7.1998,2.0287,1,https://www.fraternite.bj/6385
569243353,20250820,202508,2025,2025.6356164383562,PATRICE TALON,GH,GOV,BC,GOV,03,04,10,1,-0.8,34,4,26,-2.36,BC,"Cotonou, Littoral, Benin",BC12,6.3438,2.4009,1,https://www.fraternite.bj/7290
272125468,20250820,202508,2025,2025.6356164383562,PATRICE TALON,NG,GOV,BC,OPP,05,11,07,2,1.4,43,12,31,0.22,BC,"Cotonou, Littoral, Benin",BC12,6.3376,2.4021,1,https://apnews.com/hub/benin3107
508411076,20250820,202508,2025,2025.6356164383562,ECOWAS,NG,GOV,TG,GOV,04,07,04,1,1.9,7,14,23,0.63,BC,"Cotonou, Littoral, Benin",BC12,6.334,2.4096,0,https://www.voaafrique.com/benin/6398
261444496,20250820,202508,2025,2025.6356164383562,BENIN GOVERNMENT,US,GOV,BE,NGO,04,10,05,3,-1.7,25,12,31,1.45,BC,"Djougou, Donga, Benin",BC04,9.7016,1.6294,1,https://www.bbc.com/afrique/region/3357
423086552,20250820,202508,2025,2025.6356164383562,PATRICE TALON,DE,MIL,BE,GOV,02,06,03,4,4.1,46,3,27,-0.65,BC,"Cotonou, Littoral, Benin",BC12,6.386,2.4485,1,https://www.fraternite.bj/5171
928143218,20250820,202508,2025,2025.6356164383562,BENIN ARMY,US,GOV,ML,MIL,03,03,06,2,-2.4,2,14,2,-0.48,BC,"Kandi, Alibori, Benin",BC01,11.1165,2.9512,0,https://www.bbc.com/afrique/region/9703
530203994,20250820,202508,2025,2025.6356164383562,UNITED NATIONS,FR,OPP,CM,MIL,03,14,02,2,1.8,10,5,5,-3.32,BC,"Abomey-Calavi, Atlantique, Benin",BC03,6.4672,2.3125,1,https://apnews.com/hub/benin6058
940392818,20250820,202508,2025,2025.6356164383562,PATRICE TALON,US,GOV,CA,MIL,04,17,03,3,-5.8,34,13,16,-5.43,BC,"Natitingou, Atacora, Benin",BC02,10.232,1.3818,1,https://www.matin-libre.bj/5456
331824481,20250820,202508,2025,2025.6356164383562,PATRICE TALON,FR,OPP,US,GOV,13,01,04,3,4.1,42,6,17,4.93,BC,"Abomey-Calavi, Atlantique, Benin",BC03,6.4374,2.309,1,https://www.fraternite.bj/8019
938263272,20250820,202508,2025,2025.6356164383562,BENIN POLICE,GB,GOV,ML,CVL,13,03,14,4,-3.2,2,5,1,-2.34,BC,"Kandi, Alibori, Benin",BC01,11.169,2.9773,1,https://www.matin-libre.bj/7882
659259797,20250820,202508,2025,2025.6356164383562,BENIN POLICE,NG,GOV,CA,GOV,18,01,13,1,4.3,9,8,38,1.01,BC,"Cotonou, Littoral, Benin",BC12,6.3599,2.4674,1,https://www.rfi.fr/fr/afrique/benin/7982
627547133,20250820,202508,2025,2025.6356164383562,PATRICE TALON,NG,NGO,NE,OPP,14,02,10,2,3.6,47,9,29,2.2,BC,"Cotonou, Littoral, Benin",BC12,6.3401,2.4173,1,https://www.rfi.fr/fr/afrique/benin/4446
425117723,20250820,202508,2025,2025.6356164383562,ECOWAS,US,REB,GH,BUS,06,01,01,2,-2.0,19,5,32,1.86,BC,"Parakou, Borgou, Benin",BC06,9.3173,2.6024,0,https://www.fraternite.bj/7498
670852669,20250821,202508,2025,2025.6383561643836,ECOWAS,FR,MIL,DE,OPP,04,02,01,2,0.2,40,8,6,-3.1,BC,"Cotonou, Littoral, Benin",BC12,6.2742,2.3991,0,https://www.24haubenin.info/7068
946531973,20250821,202508,2025,2025.6383561643836,PATRICE TALON,FR,OPP,ZA,OPP,02,11,03,1,-1.8,34,1,34,-1.26,BC,"Cotonou, Littoral, Benin",BC12,6.3346,2.4054,1,https://www.lemonde.fr/afrique/benin/1703
323121919,20250821,202508,2025,2025.6383561643836,UNITED NATIONS,US,MIL,BC,GOV,10,01,02,3,-4.1,21,4,34,-1.86,BC,"Cotonou, Littoral, Benin",BC12,6.3967,2.4158,0,https://www.reuters.com/world/africa/benin/3531
785313532,20250821,202508,2025,2025.6383561643836,PATRICE TALON,SN,MIL,BC,CVL,07,12,03,1,0.9,20,5,32,-1.96,BC,"Cotonou, Littoral, Benin",BC12,6.3475,2.4601,1,https://www.voaafrique.com/benin/7194
459819429,20250821,202508,2025,2025.6383561643836,FRANCE EMBASSY,FR,GOV,BE,MIL,04,05,05,2,0.7,17,3,22,4.27,BC,"Cotonou, Littoral, Benin",BC12,6.3511,2.4477,0,https://www.rfi.fr/fr/afrique/benin/7620
415864136,20250821,202508,2025,2025.6383561643836,BENIN GOVERNMENT,FR,CVL,DE,MIL,20,05,02,1,-6.9,42,8,8,-0.77,BC,"Cotonou, Littoral, Benin",BC12,6.295,2.4481,0,https://www.lemonde.fr/afrique/benin/1397
376292190,20250821,202508,2025,2025.6383561643836,BENIN GOVERNMENT,FR,GOV,BF,MIL,01,01,02,1,-1.5,54,10,32,0.59,BC,"Ouidah, Atlantique, Benin",BC03,6.3041,2.0891,0,https://www.matin-libre.bj/1784
875433227,20250821,202508,2025,2025.6383561643836,ECOWAS,NG,MIL,BC,GOV,07,04,07,1,1.8,6,13,32,3.26,BC,"Cotonou, Littoral, Benin",BC12,6.4007,2.3844,1,https://www.matin-libre.bj/5453
321340756,20250821,202508,2025,2025.6383561643836,ECOWAS,US,MIL,CM,GOV,02,10,01,1,3.9,16,1,2,-3.54,BC,"Djougou, Donga, Benin",BC04,9.7275,1.6419,1,https://apnews.com/hub/benin5313
